COL,CP,TIPO PENSION,EDAD,MUNICIPIO,CIUDAD
LOMA VERDE,34700,CE,41,Guadalupe Victoria,
ANAHUAC,34140,IN,41,Durango,Victoria de Durango
REVOLUCION,35050,IPP,41,Gómez Palacio,Gómez Palacio
DIVISION DEL NORTE,34140,VI,40,Durango,Victoria de Durango
RINCONADAS HAMBURGO,35018,VO,40,Gómez Palacio,Gómez Palacio
FRACC HUIZACHE I,34160,VI,40,Durango,Victoria de Durango
AMPL. SANTA ROSA,35047,IPT,40,Gómez Palacio,Gómez Palacio
JAUJA,35250,CE,39,Tlahualilo,
FRACC SAN MARCOS,34225,CE,38,Durango,Victoria de Durango
FRACC NUEVO PEDREGAL,34224,IN,37,Durango,Victoria de Durango
LOC SAN RAMIRO,35140,CE,36,Gómez Palacio,
FIDEL VELAZQUEZ,35025,IN,36,Gómez Palacio,Gómez Palacio
SAN ISIDRO,34950,CE,35,Pueblo Nuevo,
16 DE SEPTIEMBRE,34030,CE,35,Durango,Victoria de Durango
PILAR DE ZARAGOZA,34307,VI,34,Durango,
ASENTAMIENTOS HUMANOS,34145,IPP,34,Durango,Victoria de Durango
LUIS DONALDO COLOSIO,35025,VO,34,Gómez Palacio,Gómez Palacio
MPIO SIMON BOLIVAR,35960,CE,32,General Simón Bolívar,
COL AMPL HERMANOS REVUELTAS,34636,CE,32,Santiago Papasquiaro,Santiago Papasquiaro
JOSE MARIA MORELOS Y PAVON SUR,34197,CE,31,Durango,Victoria de Durango
MAXIMO GAMIZ,34230,AS,31,Durango,Victoria de Durango
CENTRO,35000,VI,63,Gómez Palacio,Gómez Palacio
PLACIDO DOMINGO,35159,VI,55,Lerdo,Ciudad Lerdo
BERMEJILLO,35230,VE,53,Mapimí,
20 DE NOVIEMBRE,35155,CE,52,Lerdo,Ciudad Lerdo
CHAPALA ORIENTE,35025,CE,51,Gómez Palacio,Gómez Palacio
VALLE DEL NAZAS,35070,CE,50,Gómez Palacio,Gómez Palacio
MPIO SIMON BOLIVAR,35964,CE,43,,
ZONA CENTRO,35150,CE,41,Lerdo,Ciudad Lerdo
JOSE LOPEZ PORTILLO,35026,CE,40,Gómez Palacio,Gómez Palacio
FRACC SANTA SOFIA,35029,IPP,30,Gómez Palacio,Gómez Palacio
SAN IGNACIO,35025,IN,41,Gómez Palacio,Gómez Palacio
FRACC CHAPUULTEPEC,34150,VI,62,Durango,Victoria de Durango
PERIODISTA,32170,IN,38,,
FRACC FIDEL VELAZQUEZ,34229,CE,49,Durango,Victoria de Durango
CENTRO,35800,IN,40,Cuencamé,
IGNACIO ZARAGOZA,34277,VE,62,Durango,Victoria de Durango
MIRAVALLE,35015,IN,22,Gómez Palacio,Gómez Palacio
LUZ Y ESPERANZA,34000,VI,68,Durango,Victoria de Durango
,00nan,,68,,
FRAC HUIZACHE I,34160,VE,68,Durango,Victoria de Durango
LOC EL DURAZNO,34321,VE,63,,
COL TIERRA Y LIBERTAD,34127,CE,56,Durango,Victoria de Durango
VALLE VERDE SUR,34194,CE,55,Durango,Victoria de Durango
SERGIO MENDEZ ARCEO,34028,CE,54,Durango,Victoria de Durango
EL NAYAR,34303,CE,53,Durango,
MAYAGOITIA,34010,VI,52,Durango,Victoria de Durango
ESTACION,34700,VI,50,Guadalupe Victoria,
BRITTINGHAM,35030,CE,50,Gómez Palacio,Gómez Palacio
HECTOR MAYAGOITIA DOMINGUEZ,34010,CE,49,Durango,Victoria de Durango
FRACC CANELAS,34290,CE,48,Durango,Victoria de Durango
LOC NUMANCIA,35107,CE,46,Gómez Palacio,
LA FLOR,35119,IPP,46,Gómez Palacio,
CENTRO,34000,CE,45,Durango,Victoria de Durango
ASENTAMIENTOS HUMANOS,34145,VO,44,Durango,Victoria de Durango
FRACC HUIZACHEI,34160,CE,44,Durango,Victoria de Durango
FRACC FIDEL VELAZQUEZ I,34229,CE,43,Durango,Victoria de Durango
FRANCISCO I MADERO,34770,VI,42,Pánuco de Coronado,
VALLE CAMPESTRE,35080,IN,42,Gómez Palacio,Gómez Palacio
FIDEL VELAZQUEZ,35025,IN,41,Gómez Palacio,Gómez Palacio
LOC. PEDRICEﾃ羨,35812,VE,40,,
RINCONADAS HAMBURGO,35018,VO,40,Gómez Palacio,Gómez Palacio
FRACC HUIZACHE I,34160,VI,40,Durango,Victoria de Durango
AMPL SANTA ROSA,35047,IPT,40,Gómez Palacio,Gómez Palacio
FRACC SAN MARCOS,34225,CE,38,Durango,Victoria de Durango
FRACC PRIV LAS PALMAS,34287,VO,38,Durango,Victoria de Durango
LUZ Y ESPERANZA,34017,VI,38,Durango,Victoria de Durango
EJIDAL,34840,IPP,37,Nombre de Dios,Nombre de Dios
DIVISION DEL NORTE,34140,VE,35,Durango,Victoria de Durango
PREDIO LA VIRGEN,34049,CE,34,Durango,Victoria de Durango
PILAR DE ZARAGOZA,34307,VI,34,Durango,
LOC LA LUZ,35120,IN,34,Gómez Palacio,
BARRIO DE ANALCO,34138,CE,32,Durango,Victoria de Durango
FRACC BENITO JUAREZ,34167,CE,54,Durango,Victoria de Durango
LOC. LA GOMA,35175,VE,52,Lerdo,
LAS ROSAS,35090,VI,51,Gómez Palacio,Gómez Palacio
ABRAHAM ROSALES,35019,IN,45,Gómez Palacio,Gómez Palacio
LOC. SEIS DE ENERO,35181,VO,28,Lerdo,
FIDEL VELAZQUEZ,35025,VI,55,Gómez Palacio,Gómez Palacio
JOSE MARTI,34175,IPP,31,Durango,Victoria de Durango
FRACC. GUADALUPE,34220,CE,50,Durango,Victoria de Durango
JARDINES DE DURANGO,34200,CE,80,Durango,Victoria de Durango
JARDINES DE DURANGO,34200,CE,51,Durango,Victoria de Durango
CENTRO,35800,IN,40,Cuencamé,
SANTA ELENA,27294,VE,44,,
LUZ Y ESPERANZA,34000,VI,68,Durango,Victoria de Durango
COL LUZ Y ESPERANZA,34017,VI,68,Durango,Victoria de Durango
,00nan,,68,,
COL SAN MARTIN DE PORRES,34030,VI,67,Durango,Victoria de Durango
LA VIRGEN,34049,VE,66,Durango,Victoria de Durango
FCO. ZARCO,35050,VI,58,Gómez Palacio,Gómez Palacio
LAS PARIDAS,34000,VE,56,Durango,Victoria de Durango
FRACC LOS MANZANOS,34409,CE,55,,
VALLE VERDE SUR,34194,CE,55,Durango,Victoria de Durango
FRANCISCO PEREZ RIOS,35077,CE,54,Gómez Palacio,Gómez Palacio
LOC PIEDRAS DE LUMBRE,34670,CE,54,San Dimas,
FIDEL VELAZQUEZ,35025,CE,54,Gómez Palacio,Gómez Palacio
VENECIA DGO,35111,VI,53,Gómez Palacio,
EL NAYAR,34303,CE,53,Durango,
FIDEL VELAZQUEZ II,34229,CE,53,Durango,Victoria de Durango
FELIPE ANGELES,34048,CE,52,Durango,Victoria de Durango
BARRIO DE TIERRA BLANCA,34139,CE,52,Durango,Victoria de Durango
VALLE DEL GUADIANA,34166,CE,52,Durango,Victoria de Durango
BENITO JUAREZ,34120,CE,52,Durango,Victoria de Durango
LOC. CD. JUAREZ,35180,CE,51,Lerdo,
FRACC. VEREDAS DE SANTA RITA,35049,CE,51,Gómez Palacio,Gómez Palacio
CENTRO,35000,CE,51,Gómez Palacio,Gómez Palacio
FRANCISCO SARABIA,34214,CE,51,Durango,Victoria de Durango
ESTACION,34700,VI,50,Guadalupe Victoria,
BARRIO DE TIERRA BLANCA,34139,CE,50,Durango,Victoria de Durango
BRITTINGHAM,35030,CE,50,Gómez Palacio,Gómez Palacio
MIGUEL DE LA MADRID,35015,CE,50,Gómez Palacio,Gómez Palacio
HECTOR MAYAGOITIA DOMINGUEZ,34010,CE,49,Durango,Victoria de Durango
CENTRO,35150,CE,49,Lerdo,Ciudad Lerdo
EL PUEBLITO,34000,CE,48,Durango,Victoria de Durango
FRACC CANELAS,34290,CE,48,Durango,Victoria de Durango
LA FLOR,35119,IPP,46,Gómez Palacio,
CENTRO,34000,CE,45,Durango,Victoria de Durango
CENTRO,34000,CE,45,Durango,Victoria de Durango
ASENTAMIENTOS HUMANOS,34145,VO,44,Durango,Victoria de Durango
SANTA ROSA,35040,CE,44,Gómez Palacio,Gómez Palacio
16 DE SEPTIEMBRE,34020,OR,43,Durango,Victoria de Durango
FRACC FIDEL VELAZQUEZ I,34229,CE,43,Durango,Victoria de Durango
FRANCISCO I MADERO,34770,VI,42,Pánuco de Coronado,
PINO GORDO,34950,IN,42,Pueblo Nuevo,
INFONAVIT SANTA ROSA,35064,VI,42,Gómez Palacio,Gómez Palacio
DIVISION DEL NORTE,34140,VI,40,Durango,Victoria de Durango
LOC. PEDRICEﾃ羨,35812,VE,40,,
FRACC HUIZACHE I,34160,VI,40,Durango,Victoria de Durango
AMPL SANTA ROSA,35047,IPT,40,Gómez Palacio,Gómez Palacio
FRACC SAN MARCOS,34225,CE,38,Durango,Victoria de Durango
FRACC PRIV LAS PALMAS,34287,VO,38,Durango,Victoria de Durango
FRACC LAS PALMAS,34287,VO,38,Durango,Victoria de Durango
LUZ Y ESPERANZA,34017,VI,38,Durango,Victoria de Durango
EJIDAL,34840,IPP,37,Nombre de Dios,Nombre de Dios
PILAR DE ZARAGOZA,34307,VI,34,Durango,
LAS PALMAS,34014,AS,28,Durango,Victoria de Durango
CENTRO,35000,VI,63,Gómez Palacio,Gómez Palacio
FRACC BENITO JUAREZ,34167,CE,54,Durango,Victoria de Durango
CARLOS HERRERA,35027,VE,53,Gómez Palacio,Gómez Palacio
LOC SAN RAMON,35144,CE,52,Gómez Palacio,
CHAPALA ORIENTE,35025,CE,51,Gómez Palacio,Gómez Palacio
LAS ROSAS,35090,VI,51,Gómez Palacio,Gómez Palacio
VALLE DEL NAZAS,35070,CE,50,Gómez Palacio,Gómez Palacio
BARRIO TAGARETE,35400,VE,49,Guanaceví,
LOC. SEIS DE ENERO,35181,VO,28,Lerdo,
FRACC. LOS ALAMOS,35027,CE,36,Gómez Palacio,Gómez Palacio
JOSE LOPEZ PORTILLO,34010,CE,49,Durango,Victoria de Durango
FRACC CHAPUULTEPEC,34150,VI,62,Durango,Victoria de Durango
SAN ANTONIO,35015,IN,35,Gómez Palacio,Gómez Palacio
FRACC FIDEL VELAZQUEZ,34229,CE,49,Durango,Victoria de Durango
POTREROS DEL REFUGIO,34120,CE,52,Durango,Victoria de Durango
COL JOSE REVUELTAS,34219,IPP,29,Durango,Victoria de Durango
SANTA MARIA,34050,VI,68,Durango,Victoria de Durango
CIPRES DE LA TINAJA,34217,VE,63,Durango,Victoria de Durango
VILLA MONTEMORELOS,34371,VI,59,Durango,
LA CIUDAD,34495,VO,59,San Juan del Río,
LA CIUDAD,34495,VO,59,San Juan del Río,
LA CIUDAD,34495,VO,59,San Juan del Río,
LA CIUDAD,34495,VO,59,San Juan del Río,
FRACC SAN GABRIEL,34237,VE,58,Durango,Victoria de Durango
15 DE OCTUBRE,34308,VE,58,Durango,
MORGA,34010,CE,55,Durango,Victoria de Durango
ASENTAMIENTOS HUMANOS,34145,CE,54,Durango,Victoria de Durango
HECTOR MAYAGOITIA DOMINGUEZ,34010,CE,54,Durango,Victoria de Durango
FIDEL VELAZQUEZ II,34229,CE,54,Durango,Victoria de Durango
CANATLAN,34400,VI,53,Canatlán,
REVOLUCIONARIA,34410,CE,53,Nuevo Ideal,
EL CIPRES,34217,CE,53,Durango,Victoria de Durango
LOCALIDAD REFUGIO SALCIDO,34370,CE,53,,
VILLA DE GUADALUPE,34040,CE,52,Durango,Victoria de Durango
FRACC LOS REMEDIOS,34100,CE,52,Durango,Victoria de Durango
FRACC VALLE DE SAN ANTONIO,34890,VI,52,Vicente Guerrero,Vicente Guerrero
DOMINGO ARRIETA,34180,CE,51,Durango,Victoria de Durango
L CARDENAS,35737,VE,50,Nazas,
CAMPILLO SAINZ,35079,CE,50,Gómez Palacio,Gómez Palacio
LOC NAVACOYAN,34304,CE,50,Durango,
FILADELFIA,35010,CE,50,Gómez Palacio,Gómez Palacio
LAS FLORES,35155,CE,50,Lerdo,Ciudad Lerdo
EL POLVORIN,35163,CE,48,Lerdo,Ciudad Lerdo
LOC. VELARDEﾃ羨,35810,VE,47,Cuencamé,
LOC. CERRO DE SAN ANTONIO,35170,CE,46,Lerdo,
FRACC SAHOP,34190,CE,45,Durango,Victoria de Durango
FRACC VILLAS DEL GUADIANA III,34308,VI,45,Durango,
HECTOR M DOMINGUEZ,34010,CE,44,Durango,Victoria de Durango
FRACC FIDEL VELAZQUEZ 2,34229,CE,43,Durango,Victoria de Durango
ADOLFO LOPEZ MATEOD,34210,CE,43,Durango,Victoria de Durango
ESPAﾃ羨,34647,CE,42,Santiago Papasquiaro,Santiago Papasquiaro
EL RECUERDO,35113,CE,41,Gómez Palacio,
FRACC VILLA DEL PRADO SEGUNDA SECCION,22170,VO,40,,
LOC. LA LOMA,35190,IN,40,Lerdo,
BARRIO LA HULUMA,35400,VE,39,Guanaceví,
OTILIO MONTAﾃ前,35049,VO,39,Gómez Palacio,Gómez Palacio
HECTOR MAYAGOITIA,35060,CE,37,Gómez Palacio,Gómez Palacio
PUERTAS DE SAN IGNACIO,34204,CE,37,Durango,Victoria de Durango
VALLE DE SANTA MARIA,66670,IPP,37,,
VALLE DE SANTA MARIA,66670,IPP,37,,
JOSE REVUELTAS,34219,IN,34,Durango,Victoria de Durango
CENTRO,35150,VE,33,Lerdo,Ciudad Lerdo
CAMPILLO SAENZ,35079,IN,33,Gómez Palacio,Gómez Palacio
NUEVO IDEAL,34410,VI,32,Nuevo Ideal,
PUERTAS DEL SOL,22207,VO,30,,
ZONA CENTRO,35150,VE,58,Lerdo,Ciudad Lerdo
PLACIDO DOMINGO,35157,VI,55,Lerdo,Ciudad Lerdo
MONTE BELLO,35157,CE,54,Lerdo,Ciudad Lerdo
BUGAMBILIAS,35010,CE,52,Gómez Palacio,Gómez Palacio
FRACC. VELAZQUEZ,35025,CE,43,Gómez Palacio,Gómez Palacio
OTILIO MONTAﾃ前,35049,IN,34,Gómez Palacio,Gómez Palacio
FRACC. GUADALUPE,34220,VE,35,Durango,Victoria de Durango
VILLA JARDIN,35168,AS,21,Lerdo,Ciudad Lerdo
VILLA DEL MAR,35054,VE,60,Gómez Palacio,Gómez Palacio
VILLA JARDIN,35168,VE,45,Lerdo,Ciudad Lerdo
NUEVO REFUGIO,35028,IPP,14,Gómez Palacio,Gómez Palacio
LA VICTORIA,34947,VI,67,Pueblo Nuevo,El Salto
EL CAMPESTRE,35080,VI,63,Gómez Palacio,Gómez Palacio
FRACC JARDINES DE DURANGO,34200,VE,62,Durango,Victoria de Durango
LOS VIﾃ薦DOS,35027,VI,59,Gómez Palacio,Gómez Palacio
CENTRO,35000,CE,57,Gómez Palacio,Gómez Palacio
ZONA CENTRO,34700,VE,56,Guadalupe Victoria,
JOSE MARTI,34160,VE,56,Durango,Victoria de Durango
EJIDO JABONOSO,35140,CE,56,Gómez Palacio,
HIDALGO,34310,VE,54,Durango,
AMPLIACION ROSAS DEL TEPEYAC,34029,CE,54,Durango,Victoria de Durango
LOC CUATRO DE OCTUBRE,34331,CE,54,,
FIDEL VELAZQUEZ II,34229,CE,54,Durango,Victoria de Durango
LOC. CD. JUAREZ,35180,VE,53,Lerdo,
JARDINES DE DURANGO,34200,CE,53,Durango,Victoria de Durango
DEL VALLE,34130,CE,53,Durango,Victoria de Durango
EL NAYAR,34307,CE,53,Durango,
EL DORADO,35029,CE,52,Gómez Palacio,Gómez Palacio
MIL DIEZ,34956,CE,52,Pueblo Nuevo,
VILLA DE GUADALUPE,34040,CE,52,Durango,Victoria de Durango
LA FORESTAL,34217,CE,51,Durango,Victoria de Durango
LAS FLORES,35155,CE,51,Lerdo,Ciudad Lerdo
LOC NAVACOYAN,34304,CE,50,Durango,
LA PUERTA,34950,IPP,50,Pueblo Nuevo,
BARRIO DE TIERRA BLANCA,34139,CE,49,Durango,Victoria de Durango
LAS HUERTAS,35079,CE,49,Gómez Palacio,Gómez Palacio
HECTOR MAYAGOITIA,35060,CE,48,Gómez Palacio,Gómez Palacio
NVA LOS ALAMOS,35027,CE,48,Gómez Palacio,Gómez Palacio
MPIO LERDO DGO,35188,CE,47,Lerdo,
MPIO LERDO DGO,35188,VE,46,Lerdo,
SANTA RODA,35040,CE,45,Gómez Palacio,Gómez Palacio
SANTA SOFIA ETAPA II,35024,CE,44,Gómez Palacio,Gómez Palacio
FIDEL VELAZQUEZ,35025,IN,44,Gómez Palacio,Gómez Palacio
LOC SANTA LUCIA,34465,VE,42,Canatlán,
FRACC. MORELOS,35026,CE,42,Gómez Palacio,Gómez Palacio
SANTA MARIA,34050,CE,40,Durango,Victoria de Durango
EL FOCE,35068,CE,39,Gómez Palacio,Gómez Palacio
,00nan,VE,36,,
JARDINES DE SAN ANTONIO,34227,IPP,35,Durango,Victoria de Durango
FRACC VALLE ORIENTE,34160,IPP,34,Durango,Victoria de Durango
SAN FRANCISCO,34950,CE,32,Pueblo Nuevo,
CENTRO,35000,VI,69,Gómez Palacio,Gómez Palacio
VALLE DEL NAZAS,35070,VI,65,Gómez Palacio,Gómez Palacio
PARQUE HUNDIDO,35049,CE,47,Gómez Palacio,Gómez Palacio
FRACC. LAS HUERTAS 1,35158,CE,46,Lerdo,Ciudad Lerdo
AMPLIACION LAZARO CARDENAS,35064,IN,45,Gómez Palacio,Gómez Palacio
CENTRO,35150,CE,44,Lerdo,Ciudad Lerdo
BERMEJILLO,35230,CE,44,Mapimí,
MPIO DE LERDO,35188,VI,67,Lerdo,
LOC. JUAN E. GARCIA,35174,CE,39,Lerdo,
BUGAMBILIAS,35010,AS,35,Gómez Palacio,Gómez Palacio
FRACC. PARQUE HUNDIDO,35049,CE,55,Gómez Palacio,Gómez Palacio
VILLA NAPOLES,35018,VI,72,Gómez Palacio,Gómez Palacio
VILLA JARDIN,35168,AS,21,Lerdo,Ciudad Lerdo
VILLA JARDIN,35168,AS,21,Lerdo,Ciudad Lerdo
LOC FRANCISCO PRIMO DE VERDAD,34486,CE,80,San Juan del Río,
SANTA MARIA,34050,VI,68,Durango,Victoria de Durango
COL FRANCISCO VILLA,34150,VO,66,Durango,Victoria de Durango
EL CAMPESTRE,35080,VI,63,Gómez Palacio,Gómez Palacio
FRACC JARDINES DE DURANGO,34200,VE,62,Durango,Victoria de Durango
LOS VIﾃ薦DOS,35027,VI,59,Gómez Palacio,Gómez Palacio
LOS VIﾃ薦DOS,35027,VI,59,Gómez Palacio,Gómez Palacio
LA CIUDAD,34495,VO,59,San Juan del Río,
LA CIUDAD,34495,VO,59,San Juan del Río,
LA CIUDAD,34495,VO,59,San Juan del Río,
LA CIUDAD,34495,VO,59,San Juan del Río,
GUADALUPE,34020,CE,57,Durango,Victoria de Durango
CENTRO,35000,CE,57,Gómez Palacio,Gómez Palacio
NUEVO LOS ALAMOS,35027,CE,56,Gómez Palacio,Gómez Palacio
EJIDO JABONOSO,35140,CE,56,Gómez Palacio,
SANTA FE,34240,CE,55,Durango,Victoria de Durango
HIDALGO,34310,VE,54,Durango,
FLORES DE CANCUN,34167,CE,54,Durango,Victoria de Durango
AMPLIACION ROSAS DEL TEPEYAC,34029,CE,54,Durango,Victoria de Durango
ASENTAMIENTOS HUMANOS,34145,CE,54,Durango,Victoria de Durango
INSURGENTES,34130,CE,54,Durango,Victoria de Durango
FIDEL VELAZQUEZ II,34229,CE,54,Durango,Victoria de Durango
CANATLAN,34400,VI,53,Canatlán,
LOC. CD. JUAREZ,35180,VE,53,Lerdo,
DEL VALLE,34130,CE,53,Durango,Victoria de Durango
EL NAYAR,34307,CE,53,Durango,
EL CIPRES,34217,CE,53,Durango,Victoria de Durango
EL DORADO,35029,CE,52,Gómez Palacio,Gómez Palacio
VILLA DE LAS FLORES,35160,CE,52,Lerdo,Ciudad Lerdo
NUEVA ROSITA,35158,CE,52,Lerdo,Ciudad Lerdo
VILLA DE GUADALUPE,34040,CE,52,Durango,Victoria de Durango
FRACC LOS REMEDIOS,34100,CE,52,Durango,Victoria de Durango
LA FORESTAL,34217,CE,51,Durango,Victoria de Durango
L CARDENAS,35737,VE,50,Nazas,
TRECE DE MARZO,35130,VI,50,Gómez Palacio,
LAS FLORES,35155,CE,50,Lerdo,Ciudad Lerdo
LA PUERTA,34950,IPP,50,Pueblo Nuevo,
BARRIO DE TIERRA BLANCA,34139,CE,49,Durango,Victoria de Durango
FELIPE CARRILLO PUERTO,35010,CE,49,Gómez Palacio,Gómez Palacio
MADERERA,34050,CE,49,Durango,Victoria de Durango
FRACC SAN ANTONIO,35015,IN,49,Gómez Palacio,Gómez Palacio
NVA LOS ALAMOS,35027,CE,48,Gómez Palacio,Gómez Palacio
EL ENCINAL,34385,CE,48,Durango,
VILLA DE GUADALUPE,34040,CE,48,Durango,Victoria de Durango
MPIO LERDO DGO,35188,CE,47,Lerdo,
TIERRA BLANCA,35045,CE,47,Gómez Palacio,Gómez Palacio
CAMPILLO SAENZ,35079,IN,47,Gómez Palacio,Gómez Palacio
GUADALUPE,34020,IPP,47,Durango,Victoria de Durango
LOC POANAS,35105,VI,46,Gómez Palacio,
LOC. CERRO DE SAN ANTONIO,35170,CE,46,Lerdo,
VALLE DEL NAZAS,35070,CE,46,Gómez Palacio,Gómez Palacio
FRACC SAHOP,34190,CE,45,Durango,Victoria de Durango
SANTA SOFIA ETAPA II,35024,CE,44,Gómez Palacio,Gómez Palacio
HECTOR M DOMINGUEZ,34010,CE,44,Durango,Victoria de Durango
FRACC VILLAS DEL GUADIANA I,34224,VI,43,Durango,Victoria de Durango
FRACC FIDEL VELAZQUEZ 2,34229,CE,43,Durango,Victoria de Durango
JOSE ANGEL LEAL,34206,CE,43,Durango,Victoria de Durango
LOC SANTA LUCIA,34465,VE,42,Canatlán,
EL RECUERDO,35113,CE,41,Gómez Palacio,
SANTA MARIA,34050,CE,40,Durango,Victoria de Durango
FRACC VILLA DEL PRADO SEGUNDA SECCION,22170,VO,40,,
EL FOCE,35068,CE,39,Gómez Palacio,Gómez Palacio
LOMA VERDE,34700,IN,39,Guadalupe Victoria,
BARRIO DE TIERRA BLANCA,34138,CE,37,Durango,Victoria de Durango
VALLE DE SANTA MARIA,66670,IPP,37,,
FIDEL VELAZQUEZ,35025,CE,36,Gómez Palacio,Gómez Palacio
,00nan,VE,36,,
FILADELFIA,35010,AS,36,Gómez Palacio,Gómez Palacio
BUGAMBILIAS,35010,VO,36,Gómez Palacio,Gómez Palacio
BUGAMBILIAS,35010,VO,36,Gómez Palacio,Gómez Palacio
BUGAMBILIAS,35010,VO,36,Gómez Palacio,Gómez Palacio
BUGAMBILIAS,35010,VO,36,Gómez Palacio,Gómez Palacio
JARDINES DE SAN ANTONIO,34227,IPP,35,Durango,Victoria de Durango
HACDA. EL REFUGIO,35028,CE,34,Gómez Palacio,Gómez Palacio
FRACC VALLE ORIENTE,34160,IPP,34,Durango,Victoria de Durango
EL EDEN,35158,CE,33,Lerdo,Ciudad Lerdo
SAN FRANCISCO,34950,CE,32,Pueblo Nuevo,
LOS ALAMOS,35020,IN,30,Gómez Palacio,Gómez Palacio
CENTRO,35000,VI,69,Gómez Palacio,Gómez Palacio
VALLE DEL NAZAS,35070,VI,65,Gómez Palacio,Gómez Palacio
VALLE DEL NAZAS,35070,VI,65,Gómez Palacio,Gómez Palacio
FRACC VIVAH REFORMA,34000,VE,59,Durango,Victoria de Durango
ZONA CENTRO,35150,VE,58,Lerdo,Ciudad Lerdo
RUBEN JARAMILLO,35040,CE,53,Gómez Palacio,Gómez Palacio
LOC. VILLA JUAREZ,35180,VE,52,Lerdo,
CENTRO,35150,CE,44,Lerdo,Ciudad Lerdo
BERMEJILLO,35230,CE,44,Mapimí,
LA POPULAR,35130,CE,34,Gómez Palacio,
MPIO DE LERDO,35188,VI,67,Lerdo,
NAZARENO,35188,VI,67,Lerdo,
LAS MARINAS,52176,VE,49,,
FRACC. GUADALUPE,34220,VE,35,Durango,Victoria de Durango
LOC. IGNACIO ZARAGOZA,34770,IPP,31,Pánuco de Coronado,
LAS ROSAS,35090,VI,47,Gómez Palacio,Gómez Palacio
DIAZ ORDAZ,34120,CE,37,Durango,Victoria de Durango
VILLA JARDIN,35168,AS,21,Lerdo,Ciudad Lerdo
LOC FRANCISCO PRIMO DE VERDAD,34486,CE,80,San Juan del Río,
VILLA DEL MAR,35054,VE,60,Gómez Palacio,Gómez Palacio
COL JOSE REVUELTAS,34219,IPP,29,Durango,Victoria de Durango
VILLA JARDIN,35168,VE,45,Lerdo,Ciudad Lerdo
SANTA MARIA,34050,VI,68,Durango,Victoria de Durango
COL SAN MARTIN DE PORRES,34030,VI,67,Durango,Victoria de Durango
COL FRANCISCO VILLA,34150,VO,66,Durango,Victoria de Durango
COL FRANCISCO VILLA,34150,VO,66,Durango,Victoria de Durango
BARRIO DE TIERRA BLANCA,34139,VI,63,Durango,Victoria de Durango
EL CAMPESTRE,35080,VI,63,Gómez Palacio,Gómez Palacio
FRACC SANTA AMELIA,34205,VE,63,Durango,Victoria de Durango
LOS VIﾃ薦DOS,35027,VI,59,Gómez Palacio,Gómez Palacio
LA CIUDAD,34495,VO,59,San Juan del Río,
LA CIUDAD,34495,VO,59,San Juan del Río,
LA CIUDAD,34495,VO,59,San Juan del Río,
LA CIUDAD,34495,VO,59,San Juan del Río,
JOSE REVUELTAS,34219,VI,58,Durango,Victoria de Durango
LOC 28 DE SEPTIEMBRE,34300,VE,56,Durango,
VALLE AZUL,35027,CE,56,Gómez Palacio,Gómez Palacio
GOBERNADORES,34049,VI,55,Durango,Victoria de Durango
LOPEZ PORTILLO,35029,VI,55,Gómez Palacio,Gómez Palacio
AMPLIACION ROSAS DEL TEPEYAC,34029,CE,54,Durango,Victoria de Durango
ASENTAMIENTOS HUMANOS,34145,CE,54,Durango,Victoria de Durango
LOC CUATRO DE OCTUBRE,34331,CE,54,,
LOCALIDAD LA FERRERIA,34330,CE,54,Durango,
FIDEL VELAZQUEZ II,34229,CE,54,Durango,Victoria de Durango
JARDINES DE DURANGO,34200,CE,53,Durango,Victoria de Durango
LOCALIDAD EL NAYAR,34307,CE,53,Durango,
EL CIPRES,34217,CE,53,Durango,Victoria de Durango
VILLA DE GUADALUPE,34040,CE,52,Durango,Victoria de Durango
VILLA DE GUADALUPE,34040,CE,52,Durango,Victoria de Durango
LOCALIDAD GUATIMAPE,34439,VE,51,,
SAN JOSE DE VIﾃ薦DO,35140,CE,51,Gómez Palacio,
LAS FLORES,35155,CE,51,Lerdo,Ciudad Lerdo
AMPLIACION SANTA ROSA,35064,CE,51,Gómez Palacio,Gómez Palacio
LOC NAVACOYAN,34304,CE,50,Durango,
LAS FLORES,35155,CE,50,Lerdo,Ciudad Lerdo
LOCALIDAD LA PARRILLA,34880,CE,49,Nombre de Dios,
LAS HUERTAS,35079,CE,49,Gómez Palacio,Gómez Palacio
FELIPE CARRILLO PUERTO,35010,CE,49,Gómez Palacio,Gómez Palacio
FRACC SAN ANTONIO,35015,IN,49,Gómez Palacio,Gómez Palacio
NVA LOS ALAMOS,35027,CE,48,Gómez Palacio,Gómez Palacio
EL ENCINAL,34385,CE,48,Durango,
AMP SAN ANTONIO,35015,IN,48,Gómez Palacio,Gómez Palacio
MPIO LERDO DGO,35188,CE,47,Lerdo,
LOC DOLORES,35147,CE,47,Gómez Palacio,
CAMPILLO SAENZ,35079,IN,47,Gómez Palacio,Gómez Palacio
NUEVO REFUGIO,35029,IN,46,Gómez Palacio,Gómez Palacio
CAMPESTRE LA ROSITA,27250,CE,45,,
FRACC SAHOP,34190,CE,45,Durango,Victoria de Durango
SANTA RODA,35040,CE,45,Gómez Palacio,Gómez Palacio
FRACC CAMPILLO SAINZ,35079,IN,45,Gómez Palacio,Gómez Palacio
FRACC CAMPILLO SAINZ,35079,IN,45,Gómez Palacio,Gómez Palacio
